Date,Property,Unit,Category,Amount,Paid?,Vendor,Notes
2026-06-29,Parkdale Walk-Up,Unit 10,Cleaning,$149.51,No,Greenwood Cleaning,Common area clean
2026-06-21,Leslieville Fourplex,Unit 4,Landscaping,154.96,Y,Greenwood Cleaning,Leaf cleanup
"Jun 3, 2026",Leslieville Fourplex,Unit 3,Landscaping,386.39,Y,Greenwood Cleaning,Lawn cut and edging
2026-06-02,East York Low-Rise,Unit 107,Cooling,296.70,Y,Don Valley HVAC,"AC not cooling, recharged"
2026-06-22,Danforth Triplex,Lower,Plumbing,493.42,Y,Beaches Plumbing Co.,Replaced shut-off valve
2026-06-22,Danforth Triplex,Lower,Plumbing,493.42,Y,Beaches Plumbing Co.,Replaced shut-off valve
2026-06-08,Danforth Triplex,Lower,Appliance,313.42,Y,Riverdale Appliance Repair,Stove element replaced
2026-06-22,East York Low-Rise,Unit 115,Cleaning,112.49,Y,Greenwood Cleaning,Turnover clean
2026-06-23,East York Low-Rise,Unit 114,Landscaping,274.43,Y,Greenwood Cleaning,Leaf cleanup
2026-06-05,Danforth Triplex,Lower,Appliance,-,Y,Riverdale Appliance Repair,Stove element replaced
2026-06-19,Leslieville Fourplex,Common area,Landscaping,289.54,Y,Greenwood Cleaning,Lawn cut and edging
2026-06-10,Leslieville Fourplex,Common area,Snow Removal,166.41,Y,Snowline Property Services,Salted front steps
2026-06-05,Leslieville Fourplex,Unit 2,Appliance,459.79,N,Riverdale Appliance Repair,Fridge not cooling
2026-06-04,PARKDALE WALK-UP,Unit 8,Electrical,277.82,TRUE,Leslieville Electric Ltd,Replaced GFCI outlet
2026-06-02  ,Leslieville Fourplex,Unit 3,Landscaping,238.83,Y,Greenwood Cleaning,Leaf cleanup
"Jun 28, 2026",Danforth Triplex,Lower,Pest Control,$171.58,Y,Queen West Pest Control,"Mice treatment, basement"
2026-06-26,East York Low-Rise,Unit 118,Cooling,756.21,Y,Don Valley HVAC,Window unit replaced
2026-06-16,Junction Six-Plex,Unit 5,Pest Control,409.52,Y,Queen West Pest Control,Follow-up treatment
21/06/2026,Junction Six-Plex,Unit 4,Pest Control,145.68,Y,Queen West Pest Control,"Mice treatment, basement"
26/06/2026,Danforth Triplex,Common area,Appliance,295.27,Yes,Riverdale Appliance Repair,Stove element replaced
2026-06-23,EAST YORK LOW-RISE,Unit 105,Plumbing,316.44,Y,Beaches Plumbing Co.,Replaced shut-off valve
"Jun 21, 2026",Junction Six-Plex,Unit 1,cooling,150.59,yes,Don Valley HVAC,Window unit replaced
10/06/2026,Junction Six-Plex,Unit 6,Electrical,391.88,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2026-06-01,Parkdale Walk-Up,Unit 10,Electrical,726.32,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
30/06/2026,Danforth Triplex,Main,Appliance,398.79,TRUE,Riverdale Appliance Repair,Fridge not cooling
2026-06-30,Leslieville Fourplex,Unit 1,Pest Control,158.39,Y,Queen West Pest Control,"Mice treatment, basement"
2026-06-04,East York Low-Rise,Unit 106,Heating,302.38,Y,Don Valley HVAC,Boiler pressure reset
2026-06-29,parkdale walk-up,Unit 11,Cleaning,150.14,No,Greenwood Cleaning,Common area clean
2026-06-18,Leslieville Fourplex,Unit 4,Cooling,337.77,TRUE,Don Valley HVAC,Window unit replaced
2026-06-29,Parkdale Walk-Up,Unit 1,Electrical,278.19,TRUE,Leslieville Electric Ltd,"Breaker tripping, traced to dryer  "
2026-06-22,Danforth Triplex,Upper,Appliance,380.40,Y,Riverdale Appliance Repair,Stove element replaced
2026-06-29,Parkdale Walk-Up,Unit 7,Cooling,524.71,Y,Don Valley HVAC,Window unit replaced
2026-06-07,Junction Six-Plex,Common area,Pest Control,425.40,Y,Queen West Pest Control,Follow-up treatment
2026-06-01,Junction Six-Plex,Unit 6,Electrical,$382.03,N,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026-06-02,Leslieville Fourplex,Unit 1,Landscaping,196.18,Y,Greenwood Cleaning,Lawn cut and edging
2026-06-04,Danforth Triplex,Lower,Cleaning,98.03,Y,Greenwood Cleaning,Common area clean
"Jun 27, 2026",Junction Six-Plex,Unit 3,heating,$535.76,N,Don Valley HVAC,Furnace service
2026-06-05,East York Low-Rise,Unit 113,Electrical,317.50,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2026-06-01,East York Low-Rise,Unit 114,Plumbing,345.18,N,Beaches Plumbing Co.,Cleared bathroom drain
2026-06-05,East York Low-Rise,Unit 109,Pest Control,198.93,Y,Queen West Pest Control,Follow-up treatment
22/06/2026,DANFORTH TRIPLEX,Common area,PEST CONTROL,370.33,Y,Queen West Pest Control,Follow-up treatment
2026-06-25,Danforth Triplex,Main,Appliance,292.99,Y,Riverdale Appliance Repair,Dryer belt replaced
"Jun 10, 2026",East York Low-Rise,Unit 109,PLUMBING,422.55,Y,Beaches Plumbing Co.,Cleared bathroom drain
"Jun 27, 2026",junction six-plex,Unit 3, Landscaping ,311.52,Yes,Greenwood Cleaning,Lawn cut and edging
26/06/2026,Danforth Triplex,Lower, Cleaning ,238.41,Y,Greenwood Cleaning,Common area clean
02/06/2026,Leslieville Fourplex,Unit 2,Landscaping,175.89,Y,Greenwood Cleaning,Leaf cleanup
03/06/2026,Danforth Triplex,Common area,Appliance,349.24,Y,Riverdale Appliance Repair,Stove element replaced
2026-06-29, Parkdale Walk-Up ,Unit 8,plumbing,399.97,Yes,Beaches Plumbing Co.,Replaced shut-off valve
2026-06-14,East York Low-Rise,Unit 101,Appliance,408.38,No,Riverdale Appliance Repair,Fridge not cooling
2026-06-21,East York Low-Rise,Common area,Electrical,419.91,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
"Jul 1, 2026",Danforth Triplex,Main,Rent,2373.00,Y,,
2026-07-02,Danforth Triplex,Upper,Rent,2649,Y,,
03/07/2026,Danforth Triplex,Lower,Rent,1821,Yes,,
"Jul 5, 2026",Leslieville Fourplex,Unit 1,Rent,2097.00,Y,,
2026-07-01,Leslieville Fourplex,Unit 2,Rent,2152,Yes,,
2026-07-05,Leslieville Fourplex,Unit 3,Rent,2263.00,Y,,
2026-07-01,Leslieville Fourplex,Unit 4,Rent,2484,Y,,
2026-07-01,Parkdale Walk-Up,Unit 1,RENT,1711.00,Yes,,
2026-07-01,Parkdale Walk-Up,Unit 2,Rent,1761.00,N,,
2026-07-05,Parkdale Walk-Up,Unit 3,Rent,1810.00,N,,
2026/07/05,Parkdale Walk-Up,Unit 4,Rent,1860,Y,,
2026/07/01,Parkdale Walk-Up,Unit 5,Rent,1910,Y,,
2026-07-05,Parkdale Walk-Up,Unit 6,Rent,1959,Y,,
2026-07-01,Parkdale Walk-Up,Unit 7,Rent,2009,Y,,
2026-07-02,Parkdale Walk-Up,Unit 8,Rent,2059,Y,,
2026-07-01,Parkdale Walk-Up,Unit 9,Rent,2108.00,Yes,,
 2026-07-01,Parkdale Walk-Up,Unit 10,Rent,"$2,158.00",yes,,
2026-07-01,Parkdale Walk-Up,Unit 11,Rent,2208.00,Y,,
 2026-07-01,Parkdale Walk-Up,Unit 12,Rent,2257,Y,,
05/07/2026,JUNCTION SIX-PLEX,Unit 1,rent,1932.00,Y,,
2026-07-01,Junction Six-Plex,Unit 2,Rent,1987.00,yes,,
2026-07-01,Junction Six-Plex,Unit 3,Rent,2042,yes,,
2026-07-01,Junction Six-Plex,Unit 5,Rent,2208,Yes,,
"Jul 5, 2026",Junction Six-Plex,Unit 6,Rent,2318.00,Y,,
2026-07-01,East York Low-Rise,Unit 101,Rent,2042,no,,
01/07/2026,East York Low-Rise,Unit 102,Rent,2075.00,Y,,
2026-07-05,East York Low-Rise,Unit 103,Rent,2108.00,Y,,
2026-07-01,east york low-rise,Unit 104,Rent,2141.00,Y,,
2026-07-01,east york low-rise,Unit 104,Rent,2141.00,Y,,
2026-07-02  ,East York Low-Rise,Unit 105,Rent,2175,Y,,
02/07/2026,EAST YORK LOW-RISE,Unit 106,Rent,2208.00,Y,,
 2026-07-01,East York Low-Rise,Unit 107,rent,2042,Y,,
02/07/2026,East York Low-Rise,Unit 108,Rent,2075.00,Y,,
03/07/2026,East York Low-Rise,Unit 109,Rent,2108,Y,,
2026-07-03,East York Low-Rise,Unit 110,Rent,2141.00,Y,,
2026-07-03,east york low-rise,Unit 111,Rent,2175.00,Y,,
2026-07-01,East York Low-Rise,Unit 112,Rent,2208.00,yes,,
"Jul 5, 2026",East York Low-Rise,Unit 113,Rent,2042.00,Yes,,
2026-07-01,East York Low-Rise,Unit 114,Rent,2075.00,no,,
"Jul 1, 2026",East York Low-Rise,Unit 115,RENT,2108,Y,,
2026-07-05,East York Low-Rise,Unit 116,Rent,2141.00,Y,,
2026-07-01,East York Low-Rise,Unit 117,Rent,2175,Y,,
"Jul 1, 2026",East York Low-Rise,Unit 118,Rent,2208.00,yes,,
2026-07-03,Leslieville Fourplex,Unit 2,Appliance,170.51,N,Riverdale Appliance Repair,Fridge not cooling
2026-07-24,Parkdale Walk-Up,Unit 5,Plumbing,168.24,TRUE,Beaches Plumbing Co.,Cleared bathroom drain
2026-07-27,Danforth Triplex,Common area,Electrical,437.66,Yes,Leslieville Electric Ltd,Swapped hallway light fixture
"Jul 1, 2026",Junction Six-Plex,Unit 4,Appliance,277.70,TRUE,Riverdale Appliance Repair,Stove element replaced
2026-07-19,Danforth Triplex,Main,Cleaning,40,yes,Greenwood Cleaning,Common area clean
2026-07-02,Junction Six-Plex,Unit 6,Electrical,281.44,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026-07-13,Junction Six-Plex,Unit 5,Cooling,607.44,Y,Don Valley HVAC,Window unit replaced
2026-07-02,Leslieville Fourplex,Unit 1,Cooling,410.13,Y,Don Valley HVAC,"AC not cooling, recharged"
2026-07-11,East York Low-Rise,Unit 114, Electrical ,436.97,Yes,Leslieville Electric Ltd,Replaced GFCI outlet
2026/07/12,Leslieville Fourplex,Unit 4,Pest Control,216.12,Y,Queen West Pest Control,Follow-up treatment
2026-07-09,East York Low-Rise,Unit 105,Appliance,220.55,Y,Riverdale Appliance Repair,Stove element replaced
"Jul 24, 2026",Leslieville Fourplex,Unit 2, Landscaping ,149.95,TRUE,Greenwood Cleaning  ,Lawn cut and edging
2026-07-15,east york low-rise,Unit 115,Pest Control,$362.04,yes,Queen West Pest Control,"Mice treatment, basement"
2026-07-10,Junction Six-Plex,Common area,Electrical,$518.36,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2026/07/06,east york low-rise,Unit 101,Appliance,352.65,Y,Riverdale Appliance Repair,Stove element replaced
2026-07-13,Junction Six-Plex,Unit 1,Appliance,$175.98,TRUE,Riverdale Appliance Repair,Dryer belt replaced
2026-07-24,Parkdale Walk-Up,Unit 8,Cleaning,173.57,Y,Greenwood Cleaning,Turnover clean
2026-07-13,Junction Six-Plex,Unit 6,Landscaping,281.05,Y,Greenwood Cleaning,Leaf cleanup
2026-07-15,East York Low-Rise,Unit 111,Appliance,386.56,No,Riverdale Appliance Repair,Fridge not cooling
2026-07-22,Parkdale Walk-Up,Unit 5,Landscaping,189.02,TRUE,Greenwood Cleaning,Lawn cut and edging
2026-07-19,Parkdale Walk-Up,Unit 12,Electrical,233.51,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026-07-31,Junction Six-Plex,Unit 1,Appliance,$173.60,Y,Riverdale Appliance Repair,Stove element replaced
2026-07-01,Junction Six-Plex,Unit 5,Pest Control,347.90,Y,Queen West Pest Control,"Mice treatment, basement"
2026-07-07, Leslieville Fourplex ,Unit 1,Electrical,379.19,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2025-02-30,Parkdale Walk-Up,Unit 7,Cleaning,$166.73,Y,Greenwood Cleaning,Common area clean
2026-07-28,East York Low-Rise,Unit 101,Plumbing,$445.81,Y,Beaches Plumbing Co.,Replaced shut-off valve
"Jul 19, 2026  ",parkdale walk-up,Unit 10,Plumbing,350.78,N,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2026-07-19,Parkdale Walk-Up,Unit 2,PEST CONTROL,213.68,Yes,Queen West Pest Control,Follow-up treatment
2026-07-05,Parkdale Walk-Up,Unit 8,Cleaning,93.66,Yes,Greenwood Cleaning,Turnover clean
2026-07-11,East York Low-Rise,Unit 114,plumbing,319.69,Y,Beaches Plumbing Co.,Fixed running toilet  
2026-07-18,Leslieville Fourplex,Unit 3,Cooling,363.37,Y,Don Valley HVAC,"AC not cooling, recharged"
2026-07-02, Parkdale Walk-Up ,Unit 10, Electrical ,430.10,yes,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026-07-02,Parkdale Walk-Up,Unit 5,Appliance,283.72,Y,Riverdale Appliance Repair,Fridge not cooling
06/07/2026,Leslieville Fourplex,Unit 4,Cooling,266.12,Y,Don Valley HVAC,Window unit replaced
2026/07/26,East York Low-Rise,Unit 111,Pest Control,$338.84,Y,Queen West Pest Control,Follow-up treatment
2026-07-11,East York Low-Rise,Common area,Cooling,457.18,TRUE,Don Valley HVAC,"AC not cooling, recharged"
2026-07-15,Leslieville Fourplex,Unit 3,Electrical,230.73,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026-07-11,Danforth Triplex,Main,ELECTRICAL,379.99,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2026-07-01,Leslieville Fourplex,Unit 3,plumbing,442.58,Yes,Beaches Plumbing Co.,Replaced shut-off valve
2026-07-14,Danforth Triplex,Main,Landscaping,210.90,Y,Greenwood Cleaning  ,Leaf cleanup
2026-07-02,JUNCTION SIX-PLEX,Unit 5,Plumbing,92.87,Y,Beaches Plumbing Co.,Replaced shut-off valve
2026-07-08,Parkdale Walk-Up,Unit 7,Electrical,393.94,Y,Leslieville Electric Ltd,Replaced GFCI outlet  
2026-07-01,Leslieville Fourplex,Common area,Appliance,318.65,Y,Riverdale Appliance Repair,Stove element replaced
2026-07-31,Danforth Triplex,Upper,Cleaning,103.92,Y,Greenwood Cleaning,Turnover clean
2026-07-19,Parkdale Walk-Up,Unit 10,Cooling,591.82,TRUE,Don Valley HVAC,"AC not cooling, recharged"
2026-07-08,Parkdale Walk-Up,Unit 2,Pest Control,272.85,Yes,Queen West Pest Control,"Mice treatment, basement"
2026-07-17,East York Low-Rise,Unit 113,Plumbing,388.02,Y,Beaches Plumbing Co.,Cleared bathroom drain
"Jul 2, 2026",East York Low-Rise,Unit 116,Landscaping,164.08,Yes,Greenwood Cleaning,Lawn cut and edging
15/07/2026,Danforth Triplex,Upper,Landscaping,176.23,Y,Greenwood Cleaning,Lawn cut and edging
2026-07-15,Junction Six-Plex,Unit 4,Cooling,478.96,N,Don Valley HVAC,Window unit replaced
2026-07-22,Junction Six-Plex,Unit 4,Cleaning,147.47,TRUE,Greenwood Cleaning,Turnover clean
2026-07-26  ,Leslieville Fourplex,Unit 1,Plumbing,296.61,Y,Beaches Plumbing Co.,Replaced shut-off valve
2026-07-01,East York Low-Rise,Common area,Landscaping,$290.21,Yes,Greenwood Cleaning,Lawn cut and edging
2026-07-11,East York Low-Rise,Unit 113,Plumbing,213.07,TRUE,Beaches Plumbing Co.,Fixed running toilet
2026-07-18,East York Low-Rise,Unit 106,Electrical,335.04,N,Leslieville Electric Ltd,Swapped hallway light fixture
2026-07-30, Junction Six-Plex ,Unit 5,Appliance,376.53,Y,Riverdale Appliance Repair,Fridge not cooling
"Jul 7, 2026",Parkdale Walk-Up,Unit 9,Cleaning,114.96,Y,Greenwood Cleaning,Common area clean
2026-07-31,Danforth Triplex,Main,Plumbing,459.90,Y,Beaches Plumbing Co.,Cleared bathroom drain
2026-08-02,Danforth Triplex,Main,Rent,2373,Y,,
2026-08-01,Danforth Triplex,Upper,Rent,2649,Y,,
2026-08-05,LESLIEVILLE FOURPLEX,Unit 1,Rent,"$2,097.00",Y,,
01/08/2026,Leslieville Fourplex,Unit 2,Rent,"$2,152.00",Y,,
2026-08-02,Leslieville Fourplex,Unit 3,Rent,"$2,263.00",Y,,
05/08/2026,Leslieville Fourplex,Unit 4,Rent,2484.00,N,,
05/08/2026,Parkdale Walk-Up,Unit 1,Rent,1711,Y,,
2026-08-01,Parkdale Walk-Up,Unit 2,Rent,1761,Yes,,
2026/08/01,Parkdale Walk-Up,Unit 3,Rent,1810.00,Yes,,
2026-08-03,Parkdale Walk-Up,Unit 4,Rent,1860.00,Y,,
2026-08-01,Parkdale Walk-Up,Unit 5,Rent,1910,Yes,,
2026-08-01,Parkdale Walk-Up,Unit 6,Rent,1959,Yes,,
01/08/2026,Parkdale Walk-Up,Unit 7,Rent,2009.00,Yes,,
2026-08-02,Parkdale Walk-Up,Unit 8,Rent,2059,TRUE,,
2026-08-02,Parkdale Walk-Up,Unit 9,Rent,2108,Y,,
2026-08-02,Parkdale Walk-Up,Unit 10,Rent,2158.00,Y,,
2026-08-05,Parkdale Walk-Up,Unit 11,Rent,N/A,Y,,
2026-08-01  ,Parkdale Walk-Up,Unit 12,Rent,2257.00,Y,,
01/08/2026,Junction Six-Plex,Unit 1,rent,1932,Y,,
2026-08-01,Junction Six-Plex,Unit 2,Rent,1987,Y,,
01/08/2026,Junction Six-Plex,Unit 3,Rent,2042,Yes,,
2026-08-02,Junction Six-Plex,Unit 4,Rent,2097,Y,,
2026-08-01,Junction Six-Plex,Unit 5,Rent,2208.00,No,,
2026-08-01,Junction Six-Plex,Unit 5,Rent,2208.00,No,,
05/08/2026,Junction Six-Plex,Unit 6,Rent,2318,Y,,
2026-08-03  ,East York Low-Rise,Unit 101,Rent,2042.00,Y,,
2026-08-02,East York Low-Rise,Unit 102,Rent,2075,Yes,,
2026/08/03,East York Low-Rise,Unit 103,Rent,2108,Y,,
2026-08-05,East York Low-Rise,Unit 104,Rent,2141,Y,,
2026-08-01,East York Low-Rise,Unit 105,Rent,2175,Yes,,
2026-08-03,East York Low-Rise,Unit 106,Rent,"$2,208.00",TRUE,,
2026-08-01,East York Low-Rise,Unit 107,Rent,2042,Yes,,
2026-08-02,east york low-rise,Unit 108,Rent,2075,Y,,
2026-08-01,East York Low-Rise,Unit 109,Rent,"$2,108.00",Y,,
"Aug 3, 2026",East York Low-Rise,Unit 110,Rent,2141.00,Y,,
2026-08-03,East York Low-Rise,Unit 111,Rent,2175,Yes,,
2026-08-05,east york low-rise,Unit 112,Rent,,Yes,,
2026-08-02,East York Low-Rise,Unit 113,Rent,TBD,TRUE,,
2026-08-01,East York Low-Rise,Unit 114,Rent,2075.00,Y,,
2026/08/01,East York Low-Rise,Unit 115,Rent,2108,yes,,
05/08/2026,East York Low-Rise,Unit 116,Rent,2141,Y,,
02/08/2026,East York Low-Rise,Unit 117,Rent,2175.00,Y,,
2026-08-01,East York Low-Rise,Unit 118,Rent,2208,Y,,
2026-08-19,Junction Six-Plex,Unit 2,Electrical,639.49,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2026-08-12,Leslieville Fourplex,Unit 2,Pest Control,263.55,FALSE,Queen West Pest Control,"Mice treatment, basement"
"Aug 15, 2026",Parkdale Walk-Up,Unit 7,Cleaning,$239.49,Yes,Greenwood Cleaning,Common area clean
2026-08-30,Parkdale Walk-Up,Unit 4,Cleaning,$62.18,Y,Greenwood Cleaning,Common area clean
19/08/2026,Leslieville Fourplex,Unit 4,Cooling,619.44,Y,Don Valley HVAC,Window unit replaced
2026-08-27,Leslieville Fourplex,Unit 3,Appliance,173.25,Y, Riverdale Appliance Repair,Dryer belt replaced
2026-08-27,Leslieville Fourplex,Unit 3,Appliance,173.25,Y, Riverdale Appliance Repair,Dryer belt replaced
19/08/2026,Junction Six-Plex,Unit 6,appliance,$146.44,Y,Riverdale Appliance Repair,Fridge not cooling
"Aug 7, 2026",East York Low-Rise,Unit 110,Electrical,567.30,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026/08/13,Danforth Triplex,Lower,Pest Control,222.51,yes,Queen West Pest Control,Follow-up treatment  
2026-08-08,East York Low-Rise,Unit 105,Cooling,245.95,Yes,Don Valley HVAC,Window unit replaced
2026-08-12,Parkdale Walk-Up,Unit 11,Appliance,285.16,yes,Riverdale Appliance Repair,Fridge not cooling
2026-08-26,Danforth Triplex,Upper,Appliance,352.38,Y, Riverdale Appliance Repair,Fridge not cooling
2026-08-04,Leslieville Fourplex,Unit 2,Cooling,510.54,Y,Don Valley HVAC,"AC not cooling, recharged"
2026-08-14,Danforth Triplex,Main,Pest Control,$315.69,Y,Queen West Pest Control,Follow-up treatment
03/08/2026,Danforth Triplex,Upper,Electrical,609.72,N,Leslieville Electric Ltd,Replaced GFCI outlet
2026-08-01,Junction Six-Plex,Unit 6,Landscaping,419.31,Yes,Greenwood Cleaning,Leaf cleanup
2026-08-29,Junction Six-Plex,Unit 1,Plumbing,206.23,Y,Beaches Plumbing Co.,Cleared bathroom drain
2026-08-10,East York Low-Rise,Unit 103,Cleaning,159.96,Y,Greenwood Cleaning,Common area clean
2026-08-15,East York Low-Rise,Unit 106,Cleaning,205.97,yes,Greenwood Cleaning,Turnover clean
2026-08-16,east york low-rise,Unit 103,electrical,372.22,FALSE,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026-08-03,Leslieville Fourplex,Unit 1,Landscaping,263.64,Y,Greenwood Cleaning,Lawn cut and edging
2026-08-11,East York Low-Rise,Unit 102,Plumbing,381.22,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
"Aug 3, 2026",Junction Six-Plex,Unit 1,Cleaning,189.88,Y,Greenwood Cleaning,Turnover clean
2026-08-31,Leslieville Fourplex,Unit 1,Electrical,$150.44,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2026-08-23,Danforth Triplex,Lower,Plumbing,239.50,Y,Beaches Plumbing Co.,Fixed running toilet
17/08/2026  ,Junction Six-Plex,Common area,Plumbing,344.20,Y,Beaches Plumbing Co.,Replaced shut-off valve
2026-08-06,Danforth Triplex,Upper,Cleaning,155.87,Y,Greenwood Cleaning,Common area clean
2026-08-28,Danforth Triplex,Lower,Pest Control,269.47,Y,Queen West Pest Control,Follow-up treatment
2026-08-17,Danforth Triplex,Main,Cooling,277.45,yes,Don Valley HVAC,Window unit replaced
2026/08/30,Junction Six-Plex,Common area,Cooling,$359.87,Y,Don Valley HVAC,"AC not cooling, recharged"
2026-08-19,Leslieville Fourplex,Unit 3,Cleaning,76.56,Y,Greenwood Cleaning,Common area clean
"Aug 25, 2026",Junction Six-Plex,Unit 3,Electrical,308.75,yes,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026-08-24,Leslieville Fourplex,Common area,Plumbing,374.98,N,Beaches Plumbing Co.  ,Replaced shut-off valve
2026-08-29,Parkdale Walk-Up,Unit 3,Landscaping,337.75,Yes,Greenwood Cleaning,Leaf cleanup
2026-08-18,Parkdale Walk-Up,Unit 5,Pest Control,272.50,Y,Queen West Pest Control,Follow-up treatment
23/08/2026,East York Low-Rise,Unit 101,Landscaping,262.34,No,Greenwood Cleaning,Lawn cut and edging
2026-08-12,Danforth Triplex,Lower,Cooling,$446.10,Y,Don Valley HVAC,"AC not cooling, recharged"
2026-08-17,Danforth Triplex,Upper,Electrical,466.21,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
23/08/2026,East York Low-Rise,Unit 104,Appliance,324.26,Y,Riverdale Appliance Repair,Stove element replaced
2026-08-31,Danforth Triplex,Upper,Heating,496.93,Y,Don Valley HVAC,Bled radiators
2026-08-14,Danforth Triplex,Main,Plumbing,$211.03,Yes,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
04/08/2026,Junction Six-Plex,Unit 4,Electrical,366.43,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2026-08-07  ,Parkdale Walk-Up,Common area,PLUMBING,303.97,Y,Beaches Plumbing Co.,Cleared bathroom drain
03/08/2026,East York Low-Rise,Unit 102,Appliance,431.09,Yes,Riverdale Appliance Repair,Fridge not cooling
06/08/2026,Junction Six-Plex,Unit 5,Plumbing,384.91,Y,Beaches Plumbing Co.,Fixed running toilet  
2026-08-04,Danforth Triplex,Lower,Landscaping,195.81,yes,Greenwood Cleaning,Leaf cleanup
2026-08-23,Junction Six-Plex,Unit 2,Snow Removal,250.85,Y,Snowline Property Services,Walkway and steps cleared
10/08/2026,Parkdale Walk-Up,Unit 6,Appliance,376.64,Y,Riverdale Appliance Repair,Stove element replaced
2026-08-15,Leslieville Fourplex,Unit 3,Cleaning,230.23,Y,Greenwood Cleaning,Turnover clean
2026-08-25,East York Low-Rise,Unit 102,Appliance,309.26,Y,Riverdale Appliance Repair,Fridge not cooling
2026-08-10,East York Low-Rise,Unit 113,Pest Control,290.84,TRUE,Queen West Pest Control,Follow-up treatment
2026-08-30,East York Low-Rise,Unit 104,Plumbing,520.67,yes,Beaches Plumbing Co.,Cleared bathroom drain
 2026-08-02,Parkdale Walk-Up,Unit 2,Plumbing,252,TRUE,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2026-08-17,East York Low-Rise,Unit 107,Pest Control,$227.95,Y,Queen West Pest Control,Follow-up treatment
2026-08-22,Parkdale Walk-Up,Unit 1,Appliance,313.92,Yes,Riverdale Appliance Repair,Dryer belt replaced
2026-08-26,Junction Six-Plex,Unit 3,Cooling,242.79,Yes,Don Valley HVAC  , Window unit replaced
2026/08/30,Parkdale Walk-Up,Unit 9,Appliance,113.71,Y,Riverdale Appliance Repair,Fridge not cooling
